DataKey,Date,Length,week,Comments,GeneticSex,AssignType,Adipose,GenPBT_Rgroup,Stock,BY,Basin,GenStock,GenStockProb,Big,Month,GenPa,GenMa
OmyCOLU23S_0987,44733,640,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999985964,Small,6,NA,NA
OmyCOLU23S_0393,44734,740,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999997246,Small,6,NA,NA
OmyCOLU23S_0453,44734,790,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999997171,Large,6,NA,NA
OmyCOLU23S_0454,44734,790,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999985029,Large,6,NA,NA
OmyCOLU23S_0564,44734,630,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999554,Small,6,NA,NA
OmyCOLU23S_0565,44734,710,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999965766,Small,6,OmyPBT19SkSU-2483,OmyPBT19SkSU-2484
OmyCOLU23S_0566,44734,670,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999999364,Small,6,OmyPBT19SkSU-2422,OmyPBT19SkSU-2425
OmyCOLU23S_0567,44734,650,1,,F,GSI,AD,Unassigned,Unassigned-UPSALM,,Snake,UPSALM,0.816945585,Small,6,NA,NA
OmyCOLU23S_0568,44734,590,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999987468,Small,6,NA,NA
OmyCOLU23S_0569,44734,660,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999983384,Small,6,NA,NA
OmyCOLU23S_0585,44734,710,1,,F,PBT,AD,Wells2019,Wells,2019,Up-C,UPSALM,0.627144985,Small,6,OmyWellsPBT19-0164,OmyWellsPBT19-0225
OmyCOLU23S_0990,44734,720,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999986755,Small,6,NA,NA
OmyCOLU23S_0991,44734,670,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999588,Small,6,NA,NA
OmyCOLU23S_0992,44734,680,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999996625,Small,6,NA,NA
OmyCOLU23S_0993,44734,750,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999859557,Small,6,NA,NA
OmyCOLU23S_0994,44734,820,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999936,Large,6,NA,NA
OmyCOLU23S_0995,44734,610,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.996617998,Small,6,NA,NA
OmyCOLU23S_0996,44734,680,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999924559,Small,6,NA,NA
OmyCOLU23S_0997,44734,750,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999969847,Small,6,NA,NA
OmyCOLU23S_0452,44735,700,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.99999573,Small,6,NA,NA
OmyCOLU23S_0407,44736,720,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.99969176,Small,6,NA,NA
OmyCOLU23S_0408,44736,770,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999969125,Small,6,NA,NA
OmyCOLU23S_0409,44736,800,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999292,Large,6,NA,NA
OmyCOLU23S_0410,44736,730,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999895773,Small,6,NA,NA
OmyCOLU23S_0411,44736,690,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999419258,Small,6,NA,NA
OmyCOLU23S_0489,44736,740,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.99999999,Small,6,OmyPBT19SkSU-2413,OmyPBT19SkSU-2414
OmyCOLU23S_0386,44737,620,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999998544,Small,6,NA,NA
OmyCOLU23S_0387,44737,730,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999978,Small,6,NA,NA
OmyCOLU23S_0556,44737,680,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999999993,Small,6,OmyPBT19SkSU-2452,OmyPBT19SkSU-2456
OmyCOLU23S_0557,44737,660,1,,F,PBT,AD,Wells2019,Wells,2019,Up-C,UPSALM,0.705702572,Small,6,OmyWellsPBT19-0174,OmyWellsPBT19-0236
OmyCOLU23S_0558,44737,600,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999856,Small,6,NA,NA
OmyCOLU23S_0559,44737,730,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999999,Small,6,NA,NA
OmyCOLU23S_0560,44737,750,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999993482,Small,6,NA,NA
OmyCOLU23S_0561,44737,690,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999996285,Small,6,OmyPBT19SkSU-2482,OmyPBT19SkSU-2485
OmyCOLU23S_0562,44737,730,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999904345,Small,6,NA,NA
OmyCOLU23S_0563,44737,710,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999557,Small,6,NA,NA
OmyCOLU23S_0574,44737,640,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.997248288,Small,6,NA,NA
OmyCOLU23S_0575,44737,700,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999925,Small,6,NA,NA
OmyCOLU23S_0576,44737,640,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999544,Small,6,NA,NA
OmyCOLU23S_0577,44737,720,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999974828,Small,6,NA,NA
OmyCOLU23S_0578,44737,680,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.998752762,Small,6,NA,NA
OmyCOLU23S_0579,44737,740,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.986535476,Small,6,NA,NA
OmyCOLU23S_0580,44737,640,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.99999987,Small,6,OmyPBT19SkSU-2012,OmyPBT19SkSU-2014
OmyCOLU23S_0581,44737,740,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999848668,Small,6,NA,NA
OmyCOLU23S_0582,44737,720,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999896745,Small,6,NA,NA
OmyCOLU23S_0583,44737,720,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.998533055,Small,6,NA,NA
OmyCOLU23S_0584,44737,730,1,,F,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.896637509,Small,6,OmyWellsPBT19-0141,OmyWellsPBT19-0203
OmyCOLU23S_0528,44738,770,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,1,Small,6,NA,NA
OmyCOLU23S_0529,44738,670,1,,M,GSI,AD,Unassigned,Unassigned-LOWCOL,,Low-C,LOWCOL,0.853721496,Small,6,NA,NA
OmyCOLU23S_0530,44738,630,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999920806,Small,6,NA,NA
OmyCOLU23S_0418,44740,730,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999991366,Small,6,OmyPBT19SkSU-2411,OmyPBT19SkSU-2415
OmyCOLU23S_0573,44740,680,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999937,Small,6,NA,NA
OmyCOLU23S_0630,44740,630,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999993798,Small,6,OmyPBT19SkSU-2461,OmyPBT19SkSU-2465
OmyCOLU23S_0631,44740,760,1,,F,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.590878569,Small,6,OmyWellsPBT19-0143,OmyWellsPBT19-0200
OmyCOLU23S_0632,44740,710,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999973275,Small,6,OmyPBT19SkSU-2093,OmyPBT19SkSU-2095
OmyCOLU23S_0633,44740,680,1,,F,PBT,AD,2019-LYON-TUCA-TucannonR-WA,Tucannon,2019,Snake,UPSALM,0.64399043,Small,6,OmyLYON19S_0330,OmyLYON19S_0351
OmyCOLU23S_0692,44740,740,1,,F,PBT,AD,2019-NIAG-OXBO-SnakeR-HellsCanyon-AdClip,Oxbow,2019,Snake,MGILCS,0.921455568,Small,6,OmyOXBO19S_0151,OmyOXBO19S_0451
OmyCOLU23S_0693,44740,740,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999999999,Small,6,OmyPBT19SkSU-2012,OmyPBT19SkSU-2015
OmyCOLU23S_0694,44740,640,1,,F,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,UPSALM,0.81929166,Small,6,OmyWALL19S_0631,OmyWALL19S_0623
OmyCOLU23S_0527,44741,710,1,,F,PBT,AD,Wells2019,Wells,2019,Up-C,MGILCS,0.667147333,Small,6,OmyWellsPBT19-0155,OmyWellsPBT19-0215
OmyCOLU23S_0626,44741,690,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999984845,Small,6,OmyPBT19SkSU-2423,OmyPBT19SkSU-2426
OmyCOLU23S_0627,44741,700,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.99998919,Small,6,OmyPBT19SkSU-2491,OmyPBT19SkSU-2495
OmyCOLU23S_0628,44741,670,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999997394,Small,6,OmyPBT19SkSU-2352,OmyPBT19SkSU-2354
OmyCOLU23S_0629,44741,750,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.995250795,Small,6,NA,NA
OmyCOLU23S_0745,44741,780,1,,F,PBT,AD,Wells2019,Wells,2019,Up-C,UPSALM,0.435047061,Large,6,OmyWellsPBT19-0174,OmyWellsPBT19-0236
OmyCOLU23S_0746,44741,720,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999979523,Small,6,NA,NA
OmyCOLU23S_0747,44741,680,1,,M,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.999898286,Small,6,OmyWALL19S_0587,OmyWALL19S_0595
OmyCOLU23S_0749,44741,680,1,,M,PBT,AD,Deschutes2019,Deschutes,2019,Mid-C,MGILCS,0.998140525,Small,6,OmyPBT19-RBHSu-0540,OmyPBT19-RBHSu-0440
OmyCOLU23S_0750,44741,790,1,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,SFCLWR,0.640892761,Large,6,OmyWALL19S_0672,OmyWALL19S_0615
OmyCOLU23S_0521,44742,760,1,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.766185314,Small,6,OmyWALL19S_0373,OmyWALL19S_0408
OmyCOLU23S_0522,44742,790,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999868796,Large,6,NA,NA
OmyCOLU23S_0523,44742,690,1,,F,PBT,AD,Wenatchee2019,Wenatchee,2019,Up-C,UPPCOL,0.644782413,Small,6,OmyPBT19EASTBK_0032,OmyPBT19EASTBK_0229
OmyCOLU23S_0524,44742,710,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999010544,Small,6,NA,NA
OmyCOLU23S_0525,44742,800,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,1,Large,6,OmyPBT19SkSU-2471,OmyPBT19SkSU-2475
OmyCOLU23S_0526,44742,780,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999236048,Large,6,NA,NA
OmyCOLU23S_0624,44742,720,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.9999999,Small,6,OmyPBT19SkSU-2092,OmyPBT19SkSU-2096
OmyCOLU23S_0625,44742,660,1,,F,PBT,AD,2019-IRRI-WALL-WallowaR,Wallowa-OR,2019,Snake,MGILCS,0.686138084,Small,6,OmyWALL19S_0440,OmyWALL19S_0451
OmyCOLU23S_0748,44742,720,1,,M,PBT,AD,2019-NIAG-PAHS-PahsimeroiR-AdClip,Pahsimeroi,2019,Snake,UPSALM,0.618956618,Small,6,OmyPAHH19S_0098,OmyPAHH19S_0698
OmyCOLU23S_0398,44743,670,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999422337,Small,7,NA,NA
OmyCOLU23S_0482,44743,730,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999905877,Small,7,NA,NA
OmyCOLU23S_0483,44743,640,1,,M,PBT,AD,2019-HNFH-SAWT-SawtoothFH-AdClip,Sawtooth,2019,Snake,UPSALM,0.970402289,Small,7,OmySAWT19S_0357,OmySAWT19S_0857
OmyCOLU23S_0484,44743,640,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999848719,Small,7,NA,NA
OmyCOLU23S_0485,44743,650,1,,M,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.712104287,Small,7,OmyWALL19S_0558,OmyWALL19S_0526
OmyCOLU23S_0486,44743,760,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.997207786,Small,7,NA,NA
OmyCOLU23S_0487,44743,770,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.998340583,Small,7,NA,NA
OmyCOLU23S_0488,44743,700,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.9999862,Small,7,NA,NA
OmyCOLU23S_0586,44743,740,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999952444,Small,7,OmyPBT19SkSU-2051,OmyPBT19SkSU-2054
OmyCOLU23S_0588,44743,710,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999485613,Small,7,NA,NA
OmyCOLU23S_0589,44743,740,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999917354,Small,7,OmyPBT19SkSU-2422,OmyPBT19SkSU-2425
OmyCOLU23S_0590,44743,750,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999999993,Small,7,OmyPBT19SkSU-2143,OmyPBT19SkSU-2145
OmyCOLU23S_0591,44743,730,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999998873,Small,7,NA,NA
OmyCOLU23S_0592,44743,700,1,,F,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.952268256,Small,7,OmyWALL19S_0631,OmyWALL19S_0623
OmyCOLU23S_0593,44743,690,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999997476,Small,7,NA,NA
OmyCOLU23S_0594,44743,820,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999996,Large,7,NA,NA
OmyCOLU23S_0595,44743,740,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999855563,Small,7,NA,NA
OmyCOLU23S_0596,44743,760,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999999853,Small,7,OmyPBT19SkSU-2471,OmyPBT19SkSU-2475
OmyCOLU23S_0597,44743,680,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.998013772,Small,7,NA,NA
OmyCOLU23S_0598,44743,700,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999434318,Small,7,NA,NA
OmyCOLU23S_0599,44743,690,1,,M,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999964328,Small,7,OmyPBT19SkSU-2051,OmyPBT19SkSU-2056
OmyCOLU23S_0600,44743,720,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999999403,Small,7,OmyPBT19SkSU-2093,OmyPBT19SkSU-2095
OmyCOLU23S_0609,44743,760,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999995,Small,7,NA,NA
OmyCOLU23S_0610,44743,670,1,,F,PBT,AD,Skamania2019,Skamania,2019,SKAMAN,SKAMAN,0.999999992,Small,7,OmyPBT19SkSU-2011,OmyPBT19SkSU-2015
OmyCOLU23S_0611,44743,700,1,,F,PBT,AD,2019-LYON-WALL-CottonWoodGR/LyonsFerry/Touchet-WA,Wallowa-WA,2019,Snake,MGILCS,0.995611103,Small,7,OmyWALL19S_0555,OmyWALL19S_0501
OmyCOLU23S_0612,44743,740,1,,F,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999877021,Small,7,NA,NA
OmyCOLU23S_0613,44743,640,1,,F,PBT,AD,Deschutes2019,Deschutes,2019,Mid-C,MGILCS,0.990454114,Small,7,OmyPBT19-RBHSu-0548,OmyPBT19-RBHSu-0448
OmyCOLU23S_0614,44743,740,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999999802,Small,7,NA,NA
OmyCOLU23S_0615,44743,810,1,,M,GSI,AD,Unassigned,Unassigned-SKAMAN,,SKAMAN,SKAMAN,0.999938667,Large,7,NA,NA
OmyCOLU23S_0616,44743,690,1,,M,GSI,AD,Unassigned,Unassigned-MGILCS,,MGILCS,MGILCS,0.976899453,Small,7,NA,NA
OmyCOLU23S_0684,44743,740,1,,M,PBT,AD,2019-NIAG-OXBO-LittleSalmonR-AdClip,Oxbow,2019,Snake,UPSALM,0.657495903,Small,7,OmyOXBO19S_0023,OmyOXBO19S_0323
OmyCOLU23S_0901,44743,610,1,,F,PBT,AD,2019-IRRI-IMNA-Imnaha,Imnaha,2019,Snake,MGILCS,0.973487031,Small,7,OmyLSCR19S_0066,OmyLSCR19S_0052
OmyCOLU23S_0587,44743,700,1,This individual failed to genotype,,Fail,AD,,,,,,,Small,7,,
